id1,text,label
160,"Fire at a COVID-19 facility in the city of Vijayawada, Andhra Pradesh, killed 11 people and left 22 injured. ",0
161,The Uttar Pradesh state cabinet cleared the ordinance of the Uttar Pradesh Prohibition of Unlawful Religious Conversion Ordinance on 24 November 2020 following which it was approved and signed by state Governor Anandiben Patel on 28 November 2020,0
162,Govt pushes collectors on anti-Red plan,0
163,Government approves merger of Dena Bank and Vijaya Bank with Bank of Baroda. ,0
164,Rajya Sabha Passes National Council for Teacher Education (Amendment) Bil,0
165,Arunima Sinha becomes world's first woman amputee to scale Mount Vinson,0
166,HC asks police to ensure security at disputed Jangpura site,0
167,Sonepur village finally gets to watch TV,0
168,Premji replaces joint CEOs of under-performing Wipro,0
169,Activists welcome HC's talk on DERC,0
170,Centre clears 10 per cent quota for economically weak in general category.,0
171,"Pulwama attack: A convoy of vehicles carrying security personnel on the Jammu-Srinagar National Highway was attacked by a suicide bomber near Pulwama District, Jammu and Kashmir. ",0
172, 2019 Assam alcohol poisonings: At least 168 people died after consuming poisonous liquor and more than 300 admitted in hospitals in Jorhat and Golaghat districts. ,0
173,2019 Balakot airstrike was carried out by the Indian Air Force crossing the Line of Control directed against a terrorist training camp,0
174,135-acre Mubai plot fetches Rs 601cr,0
175,Cyclone Fani arrives on the coast of Odisha.,0
176,Two more test positive for Congo virus; under watch,0
177,Hygiene key to check virus spread: ICMR chief,0
178,Counting and declaration of results for the 2019 Indian general election. Narendra Modi secures landslide victory.,0
179,2019 Surat fire tragedy: 22 Deaths and 17 Non-fatal injuries,0
180, Narendra Modi takes oath as 14th Prime Minister of India.,0
181,article 370 and Article 35A revoked from Constitution of India that gives special status to Jammu and Kashmir. Government also bifurcates Jammu and Kashmir and Ladakh into separate Union Territories.,0
182,"Schools and Colleges are shut down in Pune, Mumbai and Nashik in Maharashtra due to floods",0
183,"Over 132,000 people evacuated in Sangli and Kolhapur districts of Maharashtra state due to heavy rains. ",0
184,Penwale passes away,0
185,"Millions of residents in Jammu and Kashmir still have no communication with the outside world, eleven days after the Government of India imposed restrictions on 5 August. Meanwhile, 11 deaths (3 Pakistani soldiers, 6 Indian soldiers, 2 Pakistani civilians) have been reported in the Kashmir region. ",0
186,"Fire broke out in Emergency Ward of the All India Institute of Medical Sciences, New Delhi. No casualties reported. ",0
187,Former Finance minister P Chidambaram is arrested by CBI under INX media scam charges after 27 hours long drama,0
188,Rs 12 crore likely for city's fire brigade,0
189,Sugar factories to appeal to tax body,0
190,Erramatti Mangamma becomes the world's oldest living mother after giving birth to twins.,0
191,"chandrayaan-2, India's second lunar partially successful. Vikram, the lander, crashes into the surface of the moon",0
192,"Jammu & Kashmir National Conference president Farooq Abdullah is arrested under the Public Safety Act (PSA), a law that allows detention without trial for two years",0
193,The President of United States Donald Trump and the Indian Prime Minister,0
194,"The President of United States Donald Trump and the Indian Prime Minister Narendra Modi address 50,000 Indian Americans at the Howdy, Modi: Shared Dreams Bright Futures rally in NRG Stadium in Houston, Texas",0
195,"India and Pakistan sign a memorandum of understanding opening the Kartarpur Corridor for visa-free border crossings, allowing Indian citizens to visit the Gurdwara Darbar Sahib Sikh shrine.",0
196,Jammu and Kashmir (union territory) and Ladakh (union territory) will come in effect.,0
197,The Supreme Court of India rules in favor of Hindus over Ram Janmabhoomi temple.,0
198,2019 Delhi factory fire.,0
199,Civic budget in deficit for second year,0
200,"The Citizenship (Amendment) Act, 2019 passed by the Parliament of India",0
201,Vidisha Baliyan becomes the first Indian to be crowned as Miss Deaf World after winning the Miss Deaf World 2019. ,0
202,"Tabrez Ansari lynching: 24-year-old Tabrez Ansari was attacked by a Hindu lynch mob in Jharkhand, India. Ansari, a Muslim, was tied to a tree, brutally beaten and forced to chant Hindu religious slogans. He died four days later.",0
203,SRO launches India's second mission to moon Chandrayaan-2 ,0
204,India bans triple talaq,0
205,"Mumbai Man Orders Mouthwash On Amazon, Gets Smartphone",0
206,7 Covid Patients Die In Karnataka Hospitals Allegedly Due To Oxygen Shortage,0
207,Cyclone Tauktae hits Karnataka coast; brings in heavy rains with gusty winds,0
208,Dakshina Kannada stops supplying oxygen to Kasaragod,0
209,Rising black fungus cases among Covid-19 patients in Kerala raises alarm,0
210,Accused who consumed poison in lock-up dies,0
211,Second batch carrying 60k Sputnik shots lands in Hyd,0
212," IAF pilot Abhinav Choudhary, killed in MiG-21 crash, cremated in his ancestral village in UP",0
213,"The Government of India has issued an advisory to all social media platforms, asking them to purge all content referring to or implying the 'Indian variant of Covid-19'. The technical name 'B.1.617' of the Covid variant should be used instead",0
214,"In Hyderabad, delivery executives working for e-commerce companies including Zomato were apprehended by the police for violating lockdown rules",0
215,The Chattisgarh government has started issuing Covid-19 vaccination certificates that have Chief Minister Bhupesh Baghel's photograph on them to those getting vaccinated,0
216,The NIA investigation has revealed that three accused used to provide logistical support and organised shelter to the Hizbul terrorists.,0
217,Congress President Sonia Gandhi urged Prime Minister Modi to provide free treatment to all those suffering from black fungus across the country,0
218,Defence Minister Rajnath Singh to release first batch of DRDO anti-Covid drug may 17,0
219,B.1.617 mutant variant found in 22% cases in samples sent by PGIMER,0
220,"Cyclone Yaas likely to intensify into very severe cyclonic storm, says IMD",0
221,The Centre on Saturday convened a high-level meeting with the states and union territories to discuss the conduct of Class 12 exams and entrance examinations for professional courses,0
222,The Central Bureau of Investigation on Saturday gave Lalu Prasad Yadav a clean chit in the DLF bribery case,0
223,The Andhra Pradesh government has stopped the distribution of the ‘magic' Covid cure.,0
224,the Tamil Nadu government has set up the Covid war room for people who are struggling to find beds and other treating equipment and assistance on time,0
225,Olympian Sushil Kumar on Sunday was arrested in Delhi in connection with the Chhatrasal Stadium brawl case.,0
226,The Aligarh district administration in UP has issued an alert over a likely locust attack,0
227,"Barge P305, which sank off the Mumbai coast during Cyclone Tauktae, was located on the seabed on Saturday, while the tugboat Varaprada still remains untraceable. The search for 20 missing personnel from two vessels are underway.",0
228,The Indian Medical Association on Saturday demanded that the central government take action against yoga guru Ramdev after he allegedly called allopathy a “stupid science” and blamed it for the death of Covid patients,0
229,"A police official said at 8:35 pm, some fire shots were heard near CRPF camp at Mominabad in Anantnag.",0
230,The BJP-led government in Assam will bring a cow protection bill in the next session of the legislative assembly to ban transport of cattle outside the state,0
231,The encounter took place at general area 8-9 km from Longvi village under Nampong circle in Changlang district near 5 km from international border post number 172.,0
232,"A 13-year-old boy is diagnosed with Mucormycosis in Gujarat, the epicentre of the rare fungal disease that affects Covid-19 patients.",0
233,The Uttar Pradesh government announced financial compensation for the families of anganwadi workers who died in the state while in active line of Covid duty.,0
234,A massive breach in Air India's server this February led to compromising the personal data of nearly 45 lakh people worldwide.,0
235,A 17-year old boy died in Uttar Pradesh’s Bengarmau after he was allegedly thrashed by the police for violating the corona curfew,0
236,5 new cases of white fungus detected in Bihar's Patna,0
237,"The Enforcement Directorate (ED) on Friday raided the premises of businessmen, Navneet Kalra and Gagan Duggal in connection with its money laundering probe into alleged hoarding and black marketing of oxygen concentrators.",0
238,The Oil and Natural Gas Corporation Limited is going to extend a relief of Rs.1 lakh to the survivors of Barge P305 tragedy and Rs 2 lakh to the BNVs and kin of missing people.,0
239,Black fungus declared an epidemic in 5 states,0
240,"Delhi Police has filed a 3,224-page chargesheet in Tis Hazari court against Deep Sidhu and others in connection with the violence at Red Fort on Republic Day this year",0
241,CBI court rejects Talwar's plea to get CBI documents,0
242,"Tinder, Bumble and other dating apps will now add badges to your profile if you are vaccinated",0
243,Leaked data of Dominos India users now available on search engine created by hacker ,0
244,"Odisha’s Bhubaneswar on Friday witnessed Zero Shadow Day, a rare celestial phenomenon during which no shadow is observed",0
245,India ranks 94 in per capita single-use plastic waste production,0
246,"SBI Q4 profit jumps 80% to Rs 6,451 crore as bad loans situation improves",0
247,Tata Motors posts $1 billion loss as Jaguar costs hit bottom line,0
248,"At least 1,000 duped on fake Covid jab websites",0
249,13 Maoists killed by forcesin Gadchiroli encounter,0
250,GOVT OBJECTS TO ‘MANIPULATED MEDIA’ TAG ON ‘TOOLKIT’ POSTS,0
251,"RBI to transfer ?99,122cr surplus to central govt",0
252,China has combined a policy of building villages close to the Line of Actual Control (LAC) from Xinjiang to Bhutan,0
253,The Central Public Works Department has mandated restrictions on photography and videography as well as the entry of non-essential visitors during the next phase of the Central Vista project ,0
254,he Uttarakhand high court on Thursday criticised the handling of the Char Dham pilgrimage and cited the Mahakumbh congregation held earlier this year to say that it was evident Covid-19 guidelines were being flouted blatantly,0
255,"The Punjab Police has arrested two activists of the Khalistan Tiger Force who were allegedly involved in the murder of a Dera Sacha Sauda follower, among other crimes.",0
256, thousands of farmers from Punjab's Karnal and nearby areas reached the Singhu border here on Sunday to join the ongoing protest against the Centre's three farm laws,0
257,The Indian Medical Association (IMA) has said that over 400 doctors across the country have succumbed to the Covid-19 infection during the second wave of the pandemic,0
258,"Karnataka: 9-year-old makes emotional plea to find deceased mom’s phone, cops on toesKarnataka: 9-year-old makes emotional plea to find deceased mom’s phone, cops on toes",0
259,"Cheetahs to be re-introduced in India, MP's Kuno National Park to get 10 from Africa in November",0
260,an Oxygen Express train piloted by an 'All Female Crew' arrived in the Bengaluru with 120 tonnes of medical oxygen from Jamshedpur.,0
261,Our prayers are with India: BTS on country's COVID-19 crisis,0
262,"""Never Lose Hope:"" BTS' Message To Indian Fans Amid COVID-19 Spike",0
263,"India Becomes 3rd Nation After US, Brazil To Cross 3 Lakh Covid Deaths",0
264,"198 migrants lost their lives in road accidents during this lockdown period, while many more have died of hunger, heatstroke and exhaustion.",0
265,JMM bid to strengthen base in Bihar,0
266,"umbai Indians win IPL 2020, amidst pandemic",0
267,"At 5.30 am on March 20, India's quest for closure in the 2012 Nirbhaya gang-rape case met its inevitable end",0
268,"congregation at the Tablighi Jamaat Markaz in New Delhi's Nizamuddin's, a Diwali advertisement by Tata group's jewellery brand Tanishq stirred up a storm in October of 2020.",0
269,"MiG-29K took off from aircraft carrier INS Vikramaditya. On its way back to its base, INS Hansa in Goa, the aircraft crashed into the Arabian Sea off the Goa coast",0
270,International footballer Sangeeta Soren forced to work as daily-wage labourer in brick kiln,0
271,IPL phase-2 likely to be held in UAE in September-October,0
272,India's 13-member Olympic-bound shooting squad arrived ,0
273,INDIA APPROVES HOME-BASED RAPID TESTS,0
274,"PM MODI VISITS GUJARAT, SURVEYS CYCLONE DAMAGE",0
275,"Govt says WhatsApp stand on new privacy policy not acceptable, insists on rollback",0
276,"Bitcoin plunges 25%, wipes $500bn value",0
277,JNU ASKS ALUMNI TO DONATE ‘AT LEAST ONE DAY’S SALARY’ TO SET UP COVID CARE UNIT,0
278,"The clinical trials for Bharat Biotech’s Covid-19 vaccine, Covaxin, in children as young as two years of age will begin in the next 10-12 days",0
279,India has reported clotting and bleeding events in just 0.61 for every million doses of the Covishield vaccine administered to people,0
280,"Two terrorists affiliated with proscribed terror outfit, Al-Badr, were killed in an encounter with security forces in the Pulwama district of south Kashmir on Monday",0
281,8 DNLA MILITANTS KILLED IN ASSAM ENCOUNTER,0
282,Ghaziabad hospital reports 7 cases of ‘white fungus’ infection,0
283,"Govt to give ?5k aid to 150k+ auto, taxi drivers",0
284,Portals of Kedarnath open after 6-month winter break,0
285,A Mumbai court on Monday issued a bailable warrant against actor Kangana Ranaut after she failed to appear before it in connection with a defamation complaint filed against her by lyricist Javed Akhtar,0
286,"Goods and Services Tax (GST) collections in February topped the ?1 lakh crore mark for a record fifth month in a row, touching at ?1,13,143 crore, indicating a robust and sustained economic recovery and improved tax administration",0
287,Accused shoots dead father of molestation victim in Hathras,0
288, Haryana governor Satyadeo Narain Arya on Tuesday gave his assent to a controversial bill granting 75% quota in private sector jobs to state residents.,0
289,Covid-19 survivors experiencing health issues will have to undergo medical tests and wait for up to three months before they can buy a life insurance policy,0
290,"Haryana's total number of black fungus cases increased to 421 on Sunday, with a maximum of 149 cases reported from the Gurgaon district",0
291,A group of junior doctors were held as they tried to meet UP CM Yogi Adityanath to air their grievances during the CM's review meet in Jhansi.,0
292,External Affairs Minister Jaishankar is on a five-day visit to the United States from today. The procurement of coronavirus vaccines from American companies for India and its neighbours is on agenda.,0
293,"Union Minister Gajendra Singh Shekhawat said that India has been working hard to increase the production of Covid-19 vaccines and that by December, every citizen of the country will have been immunised.",0
294,An earthquake of magnitude 4.3 struck parts of Uttarakhand a little after midnight on Monday. The National Center for Seismology has traced the epicentre back to Chamoli district,0
295,PUBG to relaunch in India as Battleground Mobile India,0
296,Battlegrounds Mobile India ban demanded by MLA in a letter to PM Modi,0
297,"Not just Air India, passenger data of Singapore Airlines, Lufthansa also impacted in attack on AI servers",0
298,Tata Consultancy Services Ltd. (TCS) has set a record by winning a 2.25 billion dollar outsourcing contract from television measurement company Nielsen.,0
299,Civic body in a fix over inflated bill,0
300,Gautam Adani becomes Asia’s 2nd richest man with $67 billion net wortht,0
301,A blast occurred near the Israeli embassy in New Delhi on Friday evening. The Delhi Police has confirmed the blast and said no injury has been reported so far.,0
302,"India all-rounder Washington Sundar took to social media on Friday to thank Anand Mahindra, the Chairman of the Mahindra Group, for gifting him the latest model of Thar SUV in honour of his performances in India's Test series win in Australia earlier this month",0
303,MYNTRA TO CHANGE ITS LOGO AFTER COMPLAINT CALLS IT 'OFFENSIVE' TOWARDS WOMEN,0
304,Sardar Patel Stadium renamed Narendra Modi Stadium ahead of India-England 3rd Test,0
305,"Delhi makes COVID-19 test mandatory for travellers from Maharashtra, Kerala, Chhattisgarh, MP and Punjab",0
306,The Union Territory of Puducherry has come under President's Rule after the ruling Congress-DMK combine failed to prove its majority in the Assembly and CM Narayanasamy sent his resignation,0
307," Rakesh Jhunjhunwala says he would choose PSU Bank or smaller private banks over most-favoured banks because as things pick up in the future, efficiency gains will be higher for smaller private banks & PSU banks. This, he says will lead to better growth in the profitability of these banks",0
308,"the makers of Gangubai Kathiwadi have released the film's teaser. Starring Alia Bhatt in the lead, the film is slated for a release on July 30, 2021.",0
309,"Trinamool Congress leader Sheikh Alam stoked a controversy by saying that if 30 per cent of Indian Muslims unite, four Pakistans will be created.",0
310,"Reserve Bank of India (RBI) Governor Shaktikanta Das in his inaugural address at the India Economic Conclave (IEC) 2021, which is being held at New Delhi,",0
311,Ex-cricketer and BJP candidate Ashok Dinda 'attacked' by unidentified people in Moyna,0
312,"PM Modi addresses election rally in Palakkad, Kerala",0
313,"Covaxin, Covishield effective against UK, Brazilian variants of Covid-19 virus",0
314,Ghaziabad gurudwara starts 'oxygen langar' to help COVID-19 patients in need,0
315,Ensure free vaccination programme reaches as many as possible' - PM Modi tells states during Mann Ki Baat,0
316,Free yoga class in Chennai city parks,0
317,Mukesh Ambani buys Britain's iconic country club Stoke Park for Rs 592 crore,0
318,Akshay Kumar donates Rs 1 crore to Gautam Gambhir Foundation amid COVID-19 surge,0
319,Carmaker Maruti Suzuki on Wednesday announced that it is closing its factories in Haryana in order to make oxygen available for medical needs,0
320,"Guru Randhawa, Sussanne Khan arrested for violating COVID-19 regulations at a club in Mumbai",0
321,PM Modi awarded Legion of Merit by US President Trump for elevating US-India strategic partnership,0
322,A survey conducted by the World Wildlife Fund (WWF) has revealed that 30 cities located in India might face acute water risks by 2050.,0
323,"Deepika Padukone's manager Karishma Prakash, who came under the scanner in the ongoing drug-related case being investigated by the Narcotics Control Bureau, arrived was spotted at the NCB office today.",0
324,"Republic TV editor Arnab Goswami, two others arrested in abetment to suicide case",0
325,Parking dispute leads to brawl,0
326,Hindustan Petroleum Corporation and Amazon.in on Wednesday entered into a partnership to provide customers the option to book and pay for their HP GAS cylinder refill.,0
327,"The Department of Military Affairs proposes increasing the age of retirement of Colonels from 54 to 57, for Brigadiers from 56 to 58 and for Major Generals from 58 to 59",0
328,lab employees of several healthcare facilities were engaged in malpractices. Test reports are being faked for a fee.,0
329,Prime Minister Narendra Modi inaugurated the country’s first driverless train operation on Delhi Metro’s Magenta Line on December 28,0
330,"Amazon’s Alexa and Google’s Home pod may hear and record what people are typing into nearby devices, despite background noise, according to a team of researchers from the University of Cambridge",0
331,"India captain Virat Kohli on Monday headlined the ICC top honours for the decade, winning the Sir Garfield Sobers award for the best male cricketer of the past 10 years.",0
332, Saif Ali Khan as his name has now been added by the Mumbai Police in the FIR filed against his recently released web series Tandav,0
333,The 61-year-old cricket legend had complained of chest pain on Thursday following which he was taken to Fortis Escorts Heart Institute's emergency department,0
334,Shiv Sena-ruled BMC today started the demolition of alleged unauthorised constructions at Kangana Ranaut’s bungalow.,0
335,Filmmaker Shekhar Kapur appointed President of Pune-based Film and Television Institute of India ,0
